Faculty Employee ID,Faculty Name,Academic Year,College,Title,DOI,Conference Name,"Level
(National/international)
",Year Of Publication,Month Of Publication,ISSN/ISBN,Publisher,Indexing,Total Authors,Faculty Author Position,"Aditya Co-author positions ( if existing )
Emp Id only",,,,,,,
5604,Dr. Mahesh Kumar Singh,2025-2026,AUS,Li-Fi: The Future of Wi-Fi,https://doi.org/10.1109/CISES66934.2025.11265059,International Conference on Intelligent and Secure Engineering Solutions (CISES),International,2025,December,979-8-3315-7349-2,IEEE,Scopus,5,5,,,,,,,,
5229,Dr. D. V. N. Koteswara Rao,2025-2026,AUS,Design and Performance Evaluation of a Compact UWB Antenna for Breast Tumor Detection,https://doi.org/10.1109/ICSSCNA68616.2026.11546924,"2026 International Conference on Signal, Systems, and Computing for Next-Gen Automation (ICSSCNA)",International,2026,June ,979-8-3315-7039-2,IEEE,Scopus,6,1,,,,,,5577,,
5577,Dr. Ch V Ravi Sankar,2025-2026,AUS,"A Comprehensive Survey on Flat Panel Antennas for Satellite Communication: Design Trends, Challenges and Future  Aspects",10.1007/978-3-032-08253-4_44,"7th International Conference on Smart Computing and Informatics, SCI 2025",International,2026,January,978-303208252-7,Springer,Scopus,2,2,,,,,,,,
5177,Dr. K. Ayyappa Swamy,2025-2026,AUS,Multi-Cancer Detection and Classification Using Deep Learning and Ensembling,10.1109/ICCCMLA66092.2025.11581180,"2025 IEEE 7th International Conference on Cybernetics, Cognition and Machine Learning Applications (ICCCMLA)",International,2025,November,979-8-3315-6162-8,IEEE,Scopus,6,3,,,,,,,,
1565,U V Ramesh,2025-2026,AUS,A Comprehensive Survey on Heart Disease Detection using Deep Learning and Benchmark Datasets, 10.1109/ICDICI66477.2025.11135332,6th International Conference on Data Intelligence and Cognitive Systems (ICDICI 2025),International,2025,July,979-8-3315-0314-7,IEEE,Scopus,2,1,,212,,4075,,,,
6190,V. Vaitheeshwaran,2025-2026,AUS,Grey and Color Image Segmentation by Reptile Search Algorithm aided with Tsallis entropy,10.1109/AMATHE65477.2025.11080893,2025 International Conference on Advances in Modern Age Technologies for Health and Engineering Science (AMATHE),International,2025,April,979-8-3315-0103-7,IEEE,Scopus,5,2,,,,,,,,
6247,Chandra Sekhar Kolli,2025-2026,AUS,AGDPM-Net: Hybrid Ensemble Framework for Genetic Disorder Prediction,10.1109/ISAC364032.2025.11156678,"IEEE Conference,ISAC3-2025 
International Conference on Innovations in Intelligent Systems: Advancements in Computing, Communication, and Cybersecurity (ISAC3), 
July 25th and 26th, 2025.",International,2025,July,979-8-3315-3279-6,IEEE,Scopus,5,4,,,,,,,,
6380,Katta Nagaraju,2025-2026,AUS,Enhanced Detection of Autism Spectrum Disorder Using Machine Learning and Deep Neural Models with ADASYN and ENN Techniques,10.1109/ICSCSA66339.2025.11171045,"IEEE,5th International Conference on Soft Computing for Security Applications (ICSCSA-2025)",International,2025,August,979-8-3315-9490-9,IEEE,Scopus,6,2,,,,,4765,,,
1425,Mylavarapu Kalyan Ram,2025-2026,AUS,"Deep Learning-Driven Neuro-Pedagogical Interface for Real-Time Brainwave-
Adaptive Teaching in Immersive Learning Environments",10.1109/ICAECT68478.2026.11426018,"6th International Conference on Advances in
Electrical, Computing, Communications and Sustainable Technologies (ICAECT 2026) ",International,2026,January,979-8-3315-7322-5,IEEE,Scopus,6,3,,,,,,,,
5734,M.V.B.Murali Krishna,2025-2026,AUS,Detecting Smartphone Anomalies Using Machine Learning Algorithms,10.1007/978-3-032-20121-8_42,13th International Conference on Frontiers in Intelligent Computing: Theory and Applications,International,2026,MAY,978-3-032-18802-1,Springer,Scopus,2,2,,,,,,,,
6380,Katta Nagaraju,2025-2026,AUS,Attention-Driven Deep Label Distribution Learning for Robust Real-Time Age Estimation,10.1109/CCIC68129.2026.11486141,2026 Contemporary Computing Innovations Conference,International,2026,February,979-8-3195-2966-4,IEEE,Scopus,2,2,,,,,,,,
212,S.Rama Sree,2025-2026,AUS,"A Survey on Advancements in Smart Agriculture: Integrating Multi-Modal Data Fusion, Machine Learning, and Sustainable Practices for Precision Crop Management and Disease Detection",10.1109/ICIPCN67432.2026.11438341,6th International Conference on Image Processing and Capsule Networks,International,2026,January,979-8-3315-9981-2,IEEE,Scopus,2,2,,,,,,,,
6190,"Chinnari Mrudula Pothula
",2025-2026,AUS,"A Holistic Survey of Sentiment Analysis: Emerging Approaches, Research Challenges and Future Directions",10.1109/ICCCES62661.2026.11436880,"5th International Conference on Communication, Computing and Electronics Systems",International,2026,January,979-8-3315-5621-1,IEEE,Scopus,2,2,,6190,,,,,,
6099,Subbarao Polamuri,2025-2026,AUS,Machine Learning and Internet of Things Devices for Waste Segregation,https://doi.org/10.1007/978-981-96-7477-0_27,Proceedings of Sixth International Conference on Computer and Communication Technologies,International,2025,October ,978-981-96-7476-3,"Springer, Singapore",Scopus,6,1,,,,,,,,
6099,Subbarao Polamuri,2025-2026,AUS,Skinguard: Binary Skin Disease Classification,DOI: 10.1109/CCIC68129.2026.11485922,2026 Contemporary Computing Innovations Conference,International,2026,April,979-8-3195-2966-4,IEEE,Scopus,2,2,,,,,,,,
6099,"Subbarao Polamuri,
",2025-2026,AUS,Temporal-Attention GAN with Multi-Scale Feature Learning for Stock Market Prediction and Volatility Modeling,DOI: 10.1109/CCIC68129.2026.11486039,2026 Contemporary Computing Innovations Conference,International,2026,April,979-8-3195-2966-4,IEEE,Scopus,2,2,,,,,,,,
212,S.Rama Sree,2025-2026,AUS,Machine Learning Driven Analytics and AI Tools for Intelligent Network Diagnosis and Automated Issue Resolution,10.1109/ICCCES62661.2026.11436429,"5th International Conference on Communication, Computing and Electronics Systems",International,2026,January,979-8-3315-5621-1,IEEE,Scopus,3,3,,,,,,,,
212,S.Rama Sree,2025-2026,AUS,Enhancing Network Performance Using Machine Learning-Driven Genetic Algorithms,10.1109/ICCCES62661.2026.11436397,"5th International Conference on Communication, Computing and Electronics Systems",International,2026,March,979-8-3315-5621-1,IEEE,Scopus,3,3,,,,,,,,
6099,Subbarao Polamuri,2025-2026,AUS,Protecting Multi-Cloud Environments in Post-Quantum Cryptography Models,DOI: 10.1109/CCIC68129.2026.11485889,2026 Contemporary Computing Innovations Conference,International,2026,April,979-8-3195-2966-4,IEEE,Scopus,7,7,,,,,,,,
212,S.Rama Sree,2025-2026,AUS,An Optimized Hybrid Cloud Strategy for Supporting Mission-Critical Healthcare Applications,10.1109/ICCCES62661.2026.11436886,"5th International Conference on Communication, Computing and Electronics Systems",International,2026,January,979-8-3315-5621-1,IEEE,Scopus,3,3,,,,,,,,
1067,Dr. Makineedi Rajababu ,2025-2026,AUS,Automated Tobacco Leaf Grading Using Deep Convolutional Networks and Vision Transformers,10.1109/ICAISS68683.2026.11525507, 2026 Fourth International Conference on Augmented Intelligence and Sustainable Systems (ICAISS),International,2026,April,979-8-3315-9234-9,Institute of Electrical and Electronics Engineers Inc.,Scopus,5,1,,,,,,,,
3205,Dr.Sunkara Sushma ,2025-2026,AUS,Optimization-based Faculty Course Allocation using Artificial Intelligence Techniques,10.1109/ICMCSI67283.2026.11412791,7th International Conference on Mobile Computing and Sustainable Informatics (ICMCSI-2026),International,2026,January,979-8-3315-5518-4,Institute of Electrical and Electronics Engineers Inc.,Scopus,5,1,,,,,,,,
3205,Dr.Sunkara Sushma ,2025-2026,AUS,"Multi-Stage Deep Learning Architecture with
Attention-based Fusion for Automated Pneumonia
Detection from Chest X-Ray Images",10.1109/ICIPCN67432.2026.11438755,6th International Conference on Image Processing and Capsule Networks (ICIPCN-2026),International,2026,January,979-8-3315-9980-5,Institute of Electrical and Electronics Engineers Inc.,Scopus,5,1,,,,,,,,
3205,Dr.Sunkara Sushma ,2025-2026,AUS,LightGBM Framework for Reliable Diabetes Prediction,10.1109/ICMLAS67792.2026.11483784,2026 International Conference on Machine Learning and Autonomous Systems (ICMLAS),International,2026,March,979-833157457-4,Institute of Electrical and Electronics Engineers Inc.,Scopus,5,1,,,,,,,,
2919,Gunnam Srinivas ,2025-2026,AUS,A Dual-Architecture Approach for Automatic Code Comment Generation: Integrating Structural Features and Reinforcement Learning,10.1109/ICISS67859.2026.11453513,2026 8th International Conference on Intelligent Sustainable Systems (ICISS),International,2026,March,979-833155318-0,Institute of Electrical and Electronics Engineers Inc.,Scopus,5,1,,,,,,,,
6532,Appana Venkata Lalitha Devi,2025-2026,AUS,Hybrid Autoencoder and Ensemble Deep Learning Model for Stroke Prediction ,10.1109/ICICNIS66685.2025.11315500,6th International Conference on IoT Based Control Networks and Intelligent Systems (ICICNIS-2025),International,2025,December,979-833151520-1,Institute of Electrical and Electronics Engineers Inc.,Scopus,6,2,,,,,,4765,,
4765,A.Lakshmanarao,2025-2026,AUS,Diet and Recipe Recommendation System Using Machine Learning and Deep Learning Models,10.1109/ICISS67859.2026.11454009,"8th International Conference on Intelligent Sustainable Systems, SCAD College of Engineering and Technology in Tirunelveli",International,2026,March,"979-833155318-0
",Institute of Electrical and Electronics Engineers Inc.,Scopus,5,1,,,,,,,,
4765,A.Lakshmanarao,2025-2026,AUS,"Intelligent Blood Cell Analysis Using YOLO, UNet, and Vision Transformers with Explainable AI for Multi-Disease Prediction",10.1109/ICISS67859.2026.11454075,"8th International Conference on Intelligent Sustainable Systems, SCAD College of Engineering and Technology in Tirunelveli",International,2026,March,"979-833155318-0
",Institute of Electrical and Electronics Engineers Inc.,Scopus,5,1,,,,,,,,
4765,A.Lakshmanarao,2025-2026,AUS,An Optimized Capsule Network Architecture for Brain Tumor Classification with Comparative Insights from Transfer Learning Models,10.1109/ICDICI66477.2025.11134930,2025 6th International Conference on Data Intelligence and Cognitive Informatics (ICDICI),International,2025,September,979-8-3315-0313-0,Institute of Electrical and Electronics Engineers Inc.,Scopus,6,5,,,,,,,,
4765,A.Lakshmanarao,2025-2026,AUS,Electricity Consumption Forecasting using Hybrid Deep Learning Models with Environmental Data Integration,10.1109/ICOSEC67334.2025.11459551,2025 6th International Conference on Smart Electronics and Communication (ICOSEC),International,2026,April,979-8-3315-9859-4,Institute of Electrical and Electronics Engineers Inc.,Scopus,6,4,,,,,,,,
5822,Mrs. K. Kavya Ramya Sree,2025-2026,AUS,AI-Based System for Early Detection of Skin Cancer Using Image Analysis,10.1109/ICONAT66879.2025.11362657,IEEE 4th International Conference for Advancement in Technology (ICONAT),International,2025,September,979-8-3315-9573-9,IEEE,Scopus,7,5,,,,,,,,
6405,Mr. Ranjith Kumar Chinnam,2025-2026,AUS,"Multi-Model News Classification using BERT Features
and Class-Balanced Resampling Techniques",10.1109/ICSCDS65426.2025.11167483,3rd International Conference on Sustainable Computing and Data Communication Systems (ICSCDS-2025),International,2025,August,979-8-3315-1251-4,IEEE,Scopus,6,2,,,,,5225 ,,,
6301,Dr.T.Chandrasekhar,2025-2026,AUS,"IoT-Enabled Graph Neural Networks and Deep
Learning for Accurate Road Accident Detection and Analysis",10.1109/WCONF64849.2025.11233480,3rd World Conference on Communication & Computing (WCONF),International,2025,July,979-8-3315-3046-4,IEEE,Scopus,6,2,,,,,,,,
5222,Mr. V. Appalakonda,2025-2026,AUS,Federated Learning Optimization Using Quantum-Inspired Models for Privacy-Preserving Edge Computing in Smart Cities,10.1109/IACIS65746.2025.11211115,"2nd International Conference on Intelligent Algorithms for Computational Intelligence Systems (IACIS), Hassan, India",International,2025,August,979-8-3315-3678-7,IEEE,Scopus,6,4,,,,,,,,
5568,Mr. P V V S D Nagendrudu,2025-2026,AUS,A Vision-based Framework for Automatic Accident Recognition and Emergency Notification,10.1109/ICCMC65190.2025.11140695,8th International Conference on Computing Methodologies and Communication (ICCMC),International,2025,September,979-8-3315-1212-5,IEEE,Scopus,6,4,,,,,,,,
4891,Dr. M. Venkatesh,2025-2026,AUS,AI-Driven Self-assessment and Proctoring System,10.1007/978-3-032-10400-7_38,Proceedings of the 2nd International Conference on Intelligent Optimization and Big Data Management (IOBDM2025) ,International,2026,January,978-3-032-10399-4,"Springer, Cham",Scopus,5,1,,,,,,,,
4891,Dr. M. venkatesh,2025-2026,AUS,Predicting Optimal Airline Ticket Prices Using Regression Models,10.1007/978-3-032-12830-0_38,Innovations in Information and Decision Sciences. FICTA 2025,International,2026,February,978-3-032-12829-4,"Springer, Cham",Scopus,2,2,,,,,,,,
6043,Dr. D. Veerswamy,2025-2026,AUS,"Multi-Objective Fault Detection and Maintenance in Industrial IoT using the Decentralized Policy-based
RL Model",10.1109/ICTBIG68706.2025.11323870,2025 IEEE 5th International Conference on ICT in Business Industry & Government (ICTBIG),International,2025,December,979-8-3315-7982-1,IEEE,Scopus,5,4,,,,,,,,
6680,Dr. B. Showri Rayalu,2025-2026,AUS,Hybrid Physics-Driven Deep Learning Framework for Electrical Power System Modeling and Control,10.1109/ICMLAS67792.2026.11483772,"Proceedings of 3rd International Conference on Machine Learning and Autonomous Systems, ICMLAS 2026",International,2026,March,979-8-3315-7458-1,IEEE,Scopus,6,2,,,,,,,,
5867,Mrs. P.V.B. Annapurna,2025-2026,AUS,From Data To Grid Stability: A Neural Network Approach For Long-Term EV Energy Demand Prediction,10.1109/ICRCICN68210.2025.11364984,"Proceedings of the International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN",International,2025,December,979-8-3315-5541-2,IEEE,Scopus,6,3,,,,,,,,
5568,P.V.V.S.D. Nagendrudu,2025-2026,AUS,Comparative Evaluation of Machine Learning Models for Hypertension Prediction,10.1109/ICICV68925.2026.11554689,"Proceedings of 7th International Conference on Intelligent Communication Technologies and Virtual Mobile Networks, ICICV 2026",International,2026,February,,,Scopus,6,3,,,,,,,,
6251,L. Dasaradha Ramayya,2025-2026,AUS,Implementing RF and Microwave Technologies with MLXAI using Spectral Methods,10.1109/ICSEDIS68157.2026.11518180,"Proceedings of the International Conference on Smart Electronic Devices and Intelligent Systems, ICSEDIS 2026",International,2026,May,979-8-3315-8824-3,IEEE,Scopus,6,3,,,,,,,,
2248,K.N.S.L. Kumar,2025-2026,AUS,Automated Code Generation: A CNN-Based Alternative to Large Language Models Using Multi-Head Mixed Convolution and Depthwise Separable Neural Networks,10.1109/ICAAIC64647.2025.11331067,"4th International Conference on Applied Artificial Intelligence and Computing, ICAAIC 2025",International,2026,December,979-8-3315-6587-9,IEEE,Scopus,6,2,,,,,,,,
6680,Dr. B. Showri Rayalu,2025-2026,AUS,Hybrid Quantum-Inspired Kronecker Network for Botnet Attack Detection in Internet of Things,10.1109/ICICI68773.2026.11580992,"Proceedings of the 4th International Conference on Inventive Computing and Informatics, ICICI 2026",International,2026,June ,979-833155730-0,IEEE,Scopus,6,2,,,,,,,,
5942,Lavanya Kumari Pithani,2025-2026,AUS,An Efficient Deep Learning-Based Approach for Lung Cancer Detection Using Pretrained Models,https://doi.org/10.1007/978-981-96-9720-5_23,4th International Conference on Power Engineering and Intelligent Systems (PEIS 2026), International,2026,January,978-981-96-9719-9,"Springer, Singapore",Scopus,6,3,,,,,,,,
5942,Lavanya Kumari Pithani,2025-2026,AUS,Hybrid Approach Using RoBERTa and Neural Networks for Airline Twitter Sentiment Analysis,10.1109/AMATHE65477.2025.11081265 ,International Conference on Advances in Modern Age Technologies for Health and Engineering Science (AMATHE), International,2025,July,979-8-3315-0104-4,IEEE,Scopus,6,3,,,,,,,,
3718,Mr. China Subbarao Chikkam,2025-2026,AUS,Machine learning applications for renewable energy systems,https://doi.org/10.1063/5.0341954,International Conference on Sustainable Materials and Manufacturing for Industry 5.0 (ICSMMI 2025),International,2026,June ,978-0-7354-5397-5,AIP Publishing,Scopus,6,1,,,,,,,,
4378,Dr. Abhishek Kumar Tripathi,2025-2026,AUS,Optimizing Powder Factor for Sustainable Mining Operations Through Machine Learning Models: A Step Towards Intelligent Mining,10.1007/978-3-032-00983-8_6," Renewable Energy, Green Computing, and Sustainable Development ",International,2026,August,, Springer,Scopus,4,3,,,,,,,,
6089,Dr. M. Vinayak,2025-2026,AUS,"Design and Development of AI-Enabled Solar-
Powered Seeder with Adaptive Depth and Spacing
Control",10.1109/ACOIT66109.2025.11437128,2nd Asian Conference on Intelligent Technologies (ACOIT),National,2025,October ,,IEEE,Scopus,2,2,,6089,,,,,,
930,Dr M. Bala Prabhakar ,2025-2026,AUS,"Towards a Student Dropout Prediction in Higher
Education Institutions using a Fuzzy RBF Approach",https://doi.org/10.1109/ICCMC65190.2025.11140937,"2025 8th International Conference on Computing Methodologies and Communication (ICCMC)
(IEEE Conference)",international,2025,July,979-8-3315-1211-8,IEEE,Scopus,6,4,,,,,,,,
930,Dr M. Bala Prabhakar ,2025-2026,AUS,AI Techniques for Cloud Resource Management,https://doi.org/10.1109/ICRISET64803.2025.11252525,"2025 International Conference on Recent Innovation in Science Engineering and Technology (ICRISET)
(IEEE Conference)",international,2025,August,979-8-3315-5833-8,IEEE,Scopus,6,5,,,,,,,,
5050,Dr D.Srinivasa Rao,2025-2026,AUS,A study of non-Newtonian fluid with longitudinal fluid velocity,https://doi.org/10.1063/5.0296324,AIP Conference Proceedings,international,2026,February,,AIP,Scopus,3,1,,,,,,,,
2152,DR.CH.V.SIVARAM PRASAD,2025-2026,AUS,Improved Disease Detection Using CNN and Machine Learning Models,https://doi.org/10.1007/978-981-96-7477-0_29,Proceedings of Sixth International Conference on Computer and Communication Technologies,international,2025,October ,978-981-96-7476-3,Springer,Scopus,5,3,6099,,,,,,,
6106,Dr D.Naga Purnima,2025-2026,AUS,Investigation of methods to induce phase transformations in silicon,https://doi.org/10.1063/5.0341937,AIP Conference Proceedings,international,2026,June ,ISSN:0094-243XE,AIP,Scopus,6,5,,,,,,,,
4055,N. Selvamalar,2025-2026,AUS,Computer Vision-Driven Inventory Inspection System for E-Commerce Quality Assurance ,https://doi.org/10.1109/ICONSTEM65670.2025.11374730,IEEE,international,2025,November,979-8-3315-6187-1,IEEE,Scopus,6,4,,,,,,,,
5392,Dr. Chitrada Prasad,2025-2026,Aditya university,Influence of citric acid as a chelating agent on the morphology and magnetic properties of Mn-doped ZnO nanoparticles,https://doi.org/10.1063/5.0342858,NTERNATIONAL CONFERENCE ON SUSTAINABLE MATERIALS AND MANUFACTURING FOR INDUSTRY 5.0 (ICSMMI 2025),International,2026,June ,"3418, 040089 (2026)",AIP Conference Proceedings,Scopus,6,4,,,,,,,,
5392,Dr. Chitrada Prasad,2025-2026,Aditya university,"Unifying AI, network security, and cloud computing: Innovations in data protection and processing",10.1063/5.0342587,NTERNATIONAL CONFERENCE ON SUSTAINABLE MATERIALS AND MANUFACTURING FOR INDUSTRY 5.0 (ICSMMI 2025),International,2026,June ,"3418, 040089 (2026)",AIP Conference Proceedings,Scopus,6,4,,,,,,,,
5392,Dr. Chitrada Prasad,2025-2026,Aditya university,Wet-chemical prepared bismuth vanadate coated on MWCNTS for supercapacitor application,https://doi.org/10.1063/5.0342088,NTERNATIONAL CONFERENCE ON SUSTAINABLE MATERIALS AND MANUFACTURING FOR INDUSTRY 5.0 (ICSMMI 2025),International,2026,June ,"3418, 040089 (2026)",AIP Conference Proceedings,Scopus,5,3,,,6106,,,,,
5392,Dr. Chitrada Prasad,2025-2026,Aditya university,Surface morphology and mechanical properties of friction stir welded AA7075-T6 sheet,https://doi.org/10.1063/5.0341905 ,NTERNATIONAL CONFERENCE ON SUSTAINABLE MATERIALS AND MANUFACTURING FOR INDUSTRY 5.0 (ICSMMI 2025),International,2026,June ,"3418, 040089 (2026)",AIP Conference Proceedings,Scopus,5,1,,,,7,,,,
3973,K.V. BALA RAMAKRISHNA,2025-2026,ACET,"Design and Analysis of 8-bit Radix-2 Booth Multiplier using RCA, CSA, and CSEL Adders",10.1109/ICMNWC66779.2025.11354251,International Conference on Mobile Networks and Wireless Communications (ICMNWC),International,2026,January,979-8-3315-5664-8,IEEE,Scopus,5,2,,,,,,,,
3973,K.V. BALA RAMAKRISHNA,2025-2026,ACET,VLSI based Cascaded Integrator Comb (CIC) Filter for RADAR,10.1109/ICTMIM65579.2025.10988181,Proceedings of the International Conference on Trends in Material Science and Inventive Materials (ICTMIM-2025),International,2025,May,979-8-3315-0148-8,IEEE,Scopus,6,3,,,,,,,,
5326,RAYUDU PRASANTHI,2025-2026,ACET,Automated Diabetic Retinopathy Screening Using Custom Convolutional Neural Networks,10.1109/AISP68263.2025.11396172,"5th IEEE International Conference on Artificial Intelligence and Signal Processing - AISP25 
",International,2025,November,979-8-3315-8986-8,IEEE,Scopus,5,1,,,,,,,,
4964,Y. DURGA PRASAD,2025-2026,ACET,Hybrid ML–Knowledge-Based Expert System for Automated English-Speaking Proficiency Improvement in Higher Education,10.1109/I3CTCON68242.2026.11507560,IEEE International Conference for Convergence in Computing Technology,International,2026,March,979-8-3315-7656-1/26,IEEE,Scopus,6,4,,,,,,,,
4930,S CHITTIBABULU,2025-2026,ACET,Quantum Machine Learning for Detecting Known Cyber-attacks In IoT Networks,10.1109/ICISC65841.2025.11188431," 9th International Conference on Inventive
Systems and Control ICISC 2025.",International ,2025,August, 979-8-3315-1246-0,IEEE,Scopus,6,5,,,,,,,,
4930,S CHITTIBABULU,2025-2026,ACET,Deep Transfer-Learning Framework for Automated Cardiovascular Disease Prediction from ECG Images,10.1109/ICMCSI67283.2026.11412486,"7th International Conference on Mobile Computing and Sustainable Informatics, ICMCSI 2026",International,2026,January,979-8-3315-5519-1,IEEE,Scopus,6,1,,,,,,,,
2776,THEEPARTHI J L SARWANI,2025-2026,ACET,Decryption of Cybernetic Veil Using Fernet64: A Semantic Cryptographic Method,10.1109/ICSCDS65426.2025.11167143                ,IEEE  Conference (ICSCDS),International,2025,September,979-8-3315-1250-7,IEEE ,Scopus,6,4,,,,,,,,
2776,THEEPARTHI J L SARWANI,2025-2026,ACET,Breast Cancer Prediction with High Accuracy using SVM: A Comparative Study of Machine Learning Model,10.1109/ICSCDS65426.2025.11167301  ,IEEE  Conference (ICSCDS),International,2025,September,979-8-3315-1250-7,IEEE,Scopus,6,3,,,,,,,,
5395,K NAGA VENKATA SRINIVAS,2025-2026,ACET,A hybrid model for privacy-preserving assurance on public social-media platforms,DOI: 10.1109/ICoECIT68303.2026.11497068,International Conference on Emerging Computing and Intelligent Technologies,International,2026,June ,979-8-3315-8997-4,IEEE,Scopus,6,5,,,,,,,,
2670,K VIJETHA,2025-2026,ACET,Machine Learning-Assisted Prediction Of Thermal-Hydraulic Behaviour In Additively Manufactured Microchannels Using Hybrid Nanofluids And Surface Roughness Correlation,https://doi.org/10.1051/epjconf/202634501046,"Internnational conference & Exposition on Materials, Manufacturing and Modelling Techniques",International,2026,January,2101-6275,EPJ Web of Conferences,Scopus,3,1,,,,,,,,
1727,P N S LAKSHMI,2025-2026,ACET,Deep Learning-Based SoC Estimation of Lithium-Ion Batteries in EVs Using 2D CNN,10.1109/ICEES67011.2025.11213050,International Conference on Electrical Energy Systems,International,2025,August,979-833155673-0,IEEE,Scopus,3,2,,1727,,,,,,
5538,KANTE SATYANARAYANA,2025-2026,ACET,Enhanced Bone Image Segmentation Using Adamax Optimizer: Implementation and Evaluation,10.1007/978-3-031-94280-8_19,ICATECS 2024,International,2025,AUGUST,978-3-031-94280-8,Springer,Scopus,6,3,,,,,,,,
4684,S V KIRANMAYI SRIDHARA,2025-2026,ACET,A Low-Cost IoT-Enabled Automatic Side Stand System for Enhancing Bike Rider Safety,https://doi.org/10.1109/ICICNIS66685.2025.11315658,International Conference on IoT Based Control Networks and Intelligent Systems (ICICNIS),International,2026,January,979-8-3315-1520-1,IEEE,Scopus,6,4,,,,,,,,
6365,KONDAYAPALEPU V V SIVA PRASAD,2025-2026,ACET,Optimizing Automobile Purchase Decisions in India using Machine Learning and Multi-Criteria Decision-Making Techniques,10.1109/ICSSAS66150.2025.11080757,2025 3rd International Conference on Self Sustainable Artificial Intelligence Systems (ICSSAS),International,2025,July,979-8-3315-3884-2,IEEE,Scopus,6,5,,,,,,,,
5573,K N S K SANTHOSH,2025-2026,ACET,A Cloud-Enabled Smart Marketplace for Fresh Produce using MERN Stack,10.1109/ICSCSA66339.2025.11170716,ICSCSA-2025,International,2025,September,979-8-3315-9491-6,IEEE,Scopus,6,5,,,,,,,,
5573,K N S K SANTHOSH,2025-2026,ACET,Advancing Image Synthesis: Deep Laplacian Pyramid Networks for High-Quality Super-Resolution,10.1007/978-3-031-94280-8_24,ICATECS 2024,International,2025,August,978-3-031-94280-8,springer,Scopus,6,5,,,,,,,,
5756,YERRAMSETTI SRINIVASARAO,2025-2026,ACET,AI-Powered Budget Planning and Operational Control System for Enhanced Organizational Performance,10.1109/CNC68716.2025.11484522,IEEE International Conference on Communication Networks and Computing (CNC),International,2025,December,979-8-3315-4586-4/25,IEEE,Scopus,6,5,,,,,,,,
5756,YERRAMSETTI SRINIVASARAO,2025-2026,ACET,Machine Learning and AI Approaches for Autonomous Wireless Sensor Network Operations,10.1109/RCSM67767.2025.11506700,2025 IEEE 1st International Conference on Recent Trends in Computing and Smart Mobility (RCSM 2025),International,2025,December,979-8-3315-9126-7/25,IEEE,Scopus,6,5,,,,,,,,
4965,M KAIVALYA,2025-2026,ACET,Pesticide Detection in Organic Fruits and Vegetables using IoT with ESP32,10.1109/ICEAMST67459.2025.11335708,ICEAMST-2025,International,2026,January,979-8-3315-8707-9,IEEE,Scopus,6,4,,,,,,,,
1255,N. SURYA KALA,2025-2026,ACET,Optimizing Fraud Detection Performance with XGBoost Algorithm in Credit Card Transactions,10.1109/InTech64186.2025.11198523,2025 International Conference on Technology Enabled Economic Changes (InTech,International,2025,February,979-833152099-1,IEEE,Scopus,6,3,,,,,,,,
1275,RVVN BHEEMA RAO,2025-2026,ACET,Deep Transfer Learning with Dual Attention for Reliable Diabetic Retinopathy Screening,10.1109/DECoN67170.2025.11447935,"International Conference on Data, Energy and Communication Network, IC-DECON",International,2025,December,979-833159442-8,IEEE,Scopus,6,4,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
